,corpus,value
359,金服,0.009372105344656639
360,值得,0.009344754614120095
361,营销,0.009342811045241543
362,公众,0.009259717645617286
363,深受,0.009241849112655921
364,新体验,0.009210081839914706
365,全球,0.009196957976022211
366,量化,0.009185910023168573
367,车险,0.009178903447219016
368,财气,0.009157392204428728
369,风险,0.009155433544108905
370,核心,0.009153068855280925
371,承受,0.00914315796397147
372,问题,0.009136818815767863
373,实地,0.009082984521535423
374,贵州,0.009081732464254146
375,优惠,0.009075884978599047
376,效果,0.009010692272555644
377,借钱,0.008995307005917434
378,签订,0.008943785510002477
379,手点,0.008928118769286895
380,买卖,0.008867080968621162
381,操作,0.008851962992572583
382,计算器,0.008849874267012699
383,现金,0.008833414134689431
384,过程,0.00882599150370087
385,踏出,0.008816887030580086
386,支出,0.008776504242751086
387,了解,0.008761901840888436
388,零食,0.008760810413830002
389,金融交易,0.008712185159053304
390,微盘,0.008709021214334122
391,从事,0.008656934674305198
392,数据,0.008653269035893361
393,出发,0.008639861696097128
394,榨取,0.008622496794201977
395,参与,0.008599221754758118
396,专利技术,0.008555776040281215
397,核实,0.008533159256215532
398,报价,0.008525269150162855
399,倍数,0.00851910486061303
400,借贷,0.008511549053986316
401,佣信,0.008500695187438817
402,能够,0.008497295848994276
403,挂牌,0.008492369209524522
404,联合,0.00846898664142362
405,结算,0.008467128296656237
406,技术,0.008460475145819962
407,构建,0.008435567453683922
408,结合,0.008432641879283652
409,转型,0.008421109629783418
410,调查,0.008387795523139672
411,利率,0.008383362025695812
412,华融,0.008372547922937939
413,贸易,0.008371979972768034
414,组合,0.00837077312911137
415,吉林,0.00833886348042875
416,香港,0.008310819777753789
417,大家,0.008294341480744923
418,玩官,0.00826219488736699
419,看盘,0.008220097215103401
420,方案,0.008107026752290622
421,领域,0.008066771379392995
422,杠杆,0.008048775359755662
423,苏宁,0.008028755517025452
424,线下,0.008010000175473516
425,权益,0.007997121676507868
426,叠加,0.007973792915449108
427,功能,0.007968758886352796
428,社区,0.007948120864307814
429,信赖,0.007947348229236822
430,世家,0.007939763944900737
431,单量,0.007932997128366048
432,分析,0.007932353703491027
433,减轻,0.007904817523273116
434,协议,0.007867178301796713
435,全力,0.007855102119444842
436,佳乐,0.007834003844435054
437,项目,0.0078175775380758
438,桥网,0.0078064138933002375
439,不乏,0.007789685134192751
440,活期,0.007749019128729049
441,热线,0.0077459673794980895
442,融易,0.007722337682977097
443,引领,0.007718097184548611
444,鱼金,0.0077173721167895165
445,麻雀,0.007704580114709831
446,抓取,0.007697758781212787
447,高太,0.007668778259430349
448,机构,0.007661751206524394
449,希财,0.007643367831390615
450,保险,0.007639536993310804
451,正品,0.007634677259886611
452,便利店,0.007634488514178638
453,大洋,0.007633356120876508
454,商贸,0.007626601856721739
455,马报,0.007625561602864034
456,集团,0.007623518060050926
457,站点,0.007622474359266125
458,全网,0.00760741952059116
459,条件,0.007585026138400129
460,借助于,0.0075519833674594986
461,喜爱,0.007541461612301384
462,机会,0.007526049479655599
463,土豪,0.00752207014364088
464,兼职,0.007518259528327575
465,用户服务,0.0074955820212819395
466,会员制,0.007484171239507965
467,大师,0.007444489068890428
468,完成,0.0074381450995175
469,博易,0.007436916443206701
470,包含,0.007429759521325333
471,静态,0.007414279081500871
472,网购,0.007400655176367549
473,新闻,0.00740020020981277
474,盈取,0.007388460125339456
475,专项,0.0073839815198947
476,赶超,0.007376402794759839
477,推向,0.00736960929827402
478,黏性,0.007357981678993937
479,级数,0.007349534625514822
480,客观,0.007340911726944935
481,费用,0.007333252528006703
482,超过,0.007324633891027848
483,配资,0.00731169426858328
484,企业,0.007299659634550775
485,生菜,0.007297043497709682
486,介绍,0.00728613650451558
487,精彩,0.00728523748161613
488,使得,0.007283209838960526
489,金阳,0.007182201146881206
490,全额,0.007177618457185107
491,借助,0.007173266468016832
492,八戒,0.007139566692202317
493,要求,0.007130209972106752
494,金牌,0.00712222648971527
495,筛选,0.0071053766098925384
496,人气,0.007095452117256116
497,网上商城,0.007059513092643959
498,妈妈,0.007047265116978444
499,看涨,0.007023435002888673
500,安心,0.007010102515025301
501,偏门,0.006974103771604652
502,服务水平,0.006969014645024612
503,新湖,0.006962602389168287
504,甄别,0.006942222383141087
505,升级,0.006936130602612917
506,汇聚,0.006933428241047981
507,相关,0.006928931462727307
508,经验,0.006927904252882169
509,一体,0.006901597392989378
510,收益率,0.0068798119582303766
511,能源,0.00687208685945516
512,综合性,0.00686868824726985
513,咨询电话,0.0068664138745795755
514,无价,0.006864638750915317
515,触摸,0.006860839106755132
516,隶属于,0.006854866838238635
517,拖欠,0.00684156633754299
518,利用率,0.006823256212563459
519,决策,0.006823095581897981
520,定位,0.006760857096329892
521,全面,0.006731412948122628
522,大本营,0.006717063151228061
523,福汇,0.0067149716490193185
524,昆仑,0.006714519217206768
525,天猫,0.006710794328048339
526,痛点,0.0066924137505869905
527,相适应,0.006680901229826005
528,网乐豆,0.006678235228719109
529,奖赏,0.006625379015659226
530,会员单位,0.006604289091924144
531,足额,0.006577880344384877
532,回馈,0.0065557327445004135
533,投系,0.006551717984134435
534,地区,0.006543077625927379
535,直播间,0.006525098842602066
536,自动,0.006508308232739108
537,查询,0.006502335579102302
538,具备,0.006485961934192713
539,签约国,0.006485213313840489
540,东莞市,0.006480750678019619
541,上市,0.0064697395390842126
542,挑选,0.006451587541574212
543,上团,0.006447350703423229
544,佣易,0.006442472109953454
545,透明,0.006432763705191332
546,生活,0.006429222593834566
547,垂直,0.0064175288818414285
548,家门,0.006373199932704559
549,激石,0.00634695692389632
550,盛开,0.0063196160239979895
551,零佣,0.006317536275986756
552,科技,0.00630341635192129
553,财胜,0.006290050504707311
554,方法,0.00628021869071596
555,高性价,0.006263552865545078
556,投返,0.006257928887497393
557,理念,0.0062251254233017155
558,童书,0.006214956540418225
559,博彩,0.0062066043078645395
560,寻找,0.006202202677247818
561,参加,0.006184773588583927
562,汇金,0.00615991370639387
563,初入,0.006153009167596056
564,类线,0.006150438489804265
565,公益,0.006149434661517348
566,掀起,0.006143995068621456
567,拿出,0.006134634405714532
568,创新型,0.006108044482741616
569,柳州市,0.0060520072505682735
570,存管,0.006024406664933483
571,中盈,0.006020486345415883
572,负责,0.006014612694678566
573,做单,0.006006588993405137
574,经纪商,0.0060008784274871215
575,隶属,0.005993058621240015
576,比价,0.005959785866566767
577,悟空,0.005955736491404168
578,规模,0.005939351884377047
579,认准,0.005916035646302686
580,银桥,0.005892107200918353
581,群体,0.005862459880653649
582,服务商,0.00583007872796517
583,原油期货,0.0057971017977857045
584,对接,0.005795682823116749
585,延返,0.005781479402483885
586,风暴,0.005746724427012326
587,证券,0.005742243793694673
588,胜有,0.00567621177228148
589,对比,0.0056742888247000856
590,交流,0.005660914521466895
591,查不到,0.005660293238286821
592,财经网,0.005657627541381807
593,找到,0.005655622486040519
594,支付,0.005633634023945059
595,广大客户,0.0056075199944420956
596,青蛙,0.005581624102232754
597,领航,0.005574253140312109
598,展示,0.005567120188942819
599,大众,0.005542514008800805
600,纽约,0.005540767373603446
601,上海,0.0055340941075683586
602,金融信息,0.0055089364959467245
603,华夏,0.005504872942594955
604,习惯,0.00549939855945682
605,优佣,0.005497601999101396
606,金额,0.005488978695724384
607,财商,0.005482517941295963
608,财经,0.00547523378718609
609,教育,0.005469680455911906
610,周到,0.005456496317672933
611,全称,0.00544905625826107
612,铂金,0.005411690503530754
613,俱乐部,0.0054002379771306425
614,金汇,0.0053699824898296375
615,核验,0.005346506551291841
616,出售,0.005320212069388993
617,为首,0.005312983810339119
618,降至,0.005306695639231498
619,捷凯,0.005277076775955799
620,资源,0.0052557816697922114
621,监管,0.0052497186683324835
622,供应链,0.005243111938694781
623,分发,0.005229561581430979
624,立享,0.005229144777340274
625,理性,0.005209631219162383
626,门户网,0.0051905953313193046
627,行业资讯,0.005171440085257209
628,投资收益,0.005165088863922801
629,老牌,0.005158107266578202
630,拥有,0.005148151973051469
631,投是,0.005138431907657449
632,为主,0.005133417250842933
633,空单,0.005128854191787064
634,广州市,0.005117117456161002
635,金融机构,0.0050918055552569156
636,玩家,0.005084099769681858
637,佣线,0.005079686980648542
638,建议,0.005073961402834113
639,深入,0.005054124884682846
640,发布,0.005038735092168741
641,天眼,0.005011091086832386
642,询价,0.004969329325567595
643,合规,0.00496765904050404
644,火车头,0.004953646811705759
645,技巧,0.004945169567199512
646,得到,0.004937489857137272
647,帮助,0.004932440343322541
648,居间人,0.004912377041112505
649,返网,0.004907846627361426
650,刷单,0.004907159614688197
651,工具,0.004891974717111408
652,多元化,0.00487741283820381
653,热线电话,0.004875244541527424
654,收集,0.004871428439941032
655,省钱,0.004864839914608972
656,设计,0.0048504460805323425
657,完善,0.004839964892412473
658,南昌,0.004831691109240401
659,包括,0.0048275311847454224
660,创业,0.004787282008720356
661,陆金,0.004773627757456892
662,担保,0.004772806463562257
663,任务,0.004751216804058996
664,考察,0.004750427794998812
665,购返,0.004716544093746995
666,重视,0.004708807580322537
667,兼顾,0.004702637139020399
668,受欢迎,0.004700215737070384
669,直达,0.004692899421841491
670,代码,0.004689645379395616
671,批文,0.004661503974486671
672,可享,0.004648505723835989
673,门槛,0.004643941582625736
674,赢返,0.004641625753825446
675,创建,0.004637702838309799
676,预约,0.00462921629191876
677,深圳,0.004606037958370445
678,动态,0.004600754198278016
679,开始,0.004567597774236739
680,创新,0.004552951770461972
681,工厂,0.004521243450406091
682,融资,0.004515132503114145
683,王牌,0.004512487651975923
684,投资网,0.004503045396959643
685,准时,0.004489309238716124
686,港股,0.004483251353523031
687,技术支持,0.004465744691293501
688,秉承,0.004445505051202294
689,首创,0.004432799563601782
690,澳盛,0.004387565038472534
691,财坛,0.00436944674163824
692,放心,0.004339381787441195
693,领取,0.00433235035628791
694,加入,0.004324129920442916
695,挂牌价,0.00432341245646989
696,彩堂,0.0043200056375206795
697,合约,0.004280623088978395
698,建仓,0.004253812642082854
699,挑佣,0.004247750215222324
700,太融易,0.00424262480475669
701,可返,0.0042266635833282905
702,生肖,0.004199554875056458
703,车道,0.004191306923343395
704,总成本,0.004161795508552243
705,石油,0.004154989754405558
706,网天,0.00414754901046463
707,奖坛,0.004139470704727638
708,咖网,0.004130597515501839
709,成立,0.004112472459648149
710,预期,0.0041089550552582
711,商业模式,0.004090447821810211
712,欢迎,0.004083048975615226
713,代言,0.00399017005741476
714,原名,0.00398540902571041
715,下载,0.003913030177183136
716,依托,0.0039042341260363145
717,减免,0.003901810433401952
718,承诺,0.0038993812129011563
719,神器,0.003854842463193861
720,拥网,0.0038482432125953045
721,网金,0.003836942358625903
722,微盈宝,0.003814372241254043
723,返用,0.0036490416482146833
724,集结,0.003560861246184128
725,就让,0.0035516984021749473
726,大旗,0.003512138610781444
727,创办,0.0035120892086995645
728,客服热线,0.0035120892086995645
729,指数,0.003502906440045553
