,corpus,value
77,聚宝,0.01268885504780735
78,广大,0.01261351629791635
79,网赚,0.012121437265297845
80,资管,0.012121437265297845
81,交易成本,0.0119578828052218
82,首选,0.011915695151133082
83,天然气,0.011899540077607096
84,有限公司,0.011190461991357415
85,综合,0.011075614178190115
86,专利,0.011033774665854246
87,网络,0.011018084380519644
88,打造,0.010944887143741444
89,赚钱,0.010911702280790874
90,返佣易,0.010606257607135613
91,官方网站,0.010526063289935361
92,最高,0.010422822358712292
93,搜索,0.01041353767686185
94,服务平台,0.01021245754676806
95,盈利,0.010154170169051966
96,净值,0.010099095138996197
97,贷款,0.010067170069305449
98,免费,0.009999054426842839
99,交易商,0.00996489545024715
100,成本,0.009525064409031685
101,诚信,0.009420650852897339
102,软件,0.009316890886869454
103,降低,0.009302906718697084
104,第一,0.009178494805338402
105,优风,0.009091077948973384
106,控强,0.009091077948973384
107,超亿,0.009091077948973384
108,财网,0.009091077948973384
109,九鱼,0.009091077948973384
110,合作,0.009078132627717363
111,汇集,0.009004932881030419
112,导航,0.009002126767904944
113,个股,0.008987573335016477
114,大宗,0.008958803569756653
115,个人,0.008861580879633714
116,青青,0.008730246196452471
117,合作伙伴,0.008722291797647656
118,商品,0.00870800327035488
119,推广,0.008681480614588085
120,盒子,0.008658439022833966
121,咨询服务,0.00865688218999493
122,便捷,0.008545913285982256
123,体验,0.008478683185403041
124,保障,0.008446436958359949
125,权威,0.008416636715372622
126,品牌,0.00841449767752725
127,模式,0.008407557510850443
128,积分,0.008403092061434728
129,涵盖,0.008328215255401774
130,配置,0.008294081309128011
131,理财师,0.008178685041058302
132,金融服务,0.008134795305652726
133,日日,0.007961212644833968
134,返还,0.00776067204085678
135,新体验,0.0076735856671102665
136,天下,0.007579967620937896
137,挖财,0.007575898290811153
138,搜财,0.007575898290811153
139,网返,0.007575898290811153
140,共赢,0.007575898290811153
141,融普惠,0.007575898290811153
142,汇通,0.007509753582692015
143,数万,0.007362472980697085
144,微小,0.007260525938401775
145,马上,0.0072220471551330805
146,尽责,0.007084190245863118
147,搜索网,0.0070472383533586825
148,购物,0.007037235823058301
149,节约,0.00700821792370976
150,联盟,0.00698186392973384
151,最佳,0.00685206616051711
152,尽心,0.006829427168174905
153,优选,0.0067458781146109
154,管理机构,0.006730662847703423
155,试玩,0.00669583293860583
156,股票,0.006640752428481623
157,排行榜,0.006490267404524715
158,渠道,0.006485461184091254
159,注册,0.0064688591713143225
160,品质,0.00646766429034474
161,可靠,0.0063338066137122945
162,即刻,0.006310691126311788
163,信用卡,0.006310691126311788
164,独立,0.006252453788110266
165,国际,0.006236416959583016
166,电商,0.006231300248162231
167,交易者,0.006214406267268694
168,精选,0.00619704428686692
169,主流,0.006174450339463878
170,之家,0.0061096650912851715
171,天天,0.006088644083613435
172,银九返,0.0060607186326489225
173,魔方,0.0060607186326489225
174,金服,0.0060607186326489225
175,鑫鑫,0.0060607186326489225
176,众鑫,0.0060607186326489225
177,优发,0.0060607186326489225
178,风控,0.0060607186326489225
179,期返,0.0060607186326489225
180,创心,0.0060607186326489225
181,服高,0.0060607186326489225
182,中融,0.0060607186326489225
183,国元,0.0060607186326489225
184,服是,0.0060607186326489225
185,佳乐,0.0060607186326489225
186,额外,0.005997690110973383
187,迅速,0.00596704195453232
188,高效,0.005879138341809886
189,十大,0.005849129797017744
190,还给,0.0058049255539391635
191,多家,0.00578823658802915
192,增值,0.005786394306022813
193,转让,0.005784911666013942
194,门户,0.005783583004212928
195,推出,0.005762199488091255
196,网络科技,0.0057468837994930294
197,享受,0.005692542846746515
198,点点,0.005686580460595691
199,各个,0.005582524999129278
200,兴业,0.005556094442760456
201,蚂蚁,0.005554422823149557
202,加盟,0.005487281772446133
203,玩游戏,0.005436057704233206
204,官方,0.005350440968821293
205,恒指,0.005268332695551331
206,石头,0.005224870524920152
207,居间,0.005189919394575413
208,农产品,0.005177897746676806
209,任何,0.0051554532382053235
210,现金,0.005143874101437262
211,南宁市,0.005140419536780735
212,资金,0.005106938168942966
213,商标,0.0051040804036248414
214,市场,0.005052824864
215,首页,0.005015637245495564
216,排名,0.004972370418798479
217,专家,0.004969990469291508
218,测评,0.004900669783209125
219,专属,0.004900669783209125
220,公司,0.00488443211398986
221,高效快捷,0.004867705461330798
222,商务信息,0.004867705461330798
223,模拟,0.004832646153821293
224,赶集,0.004807014978038023
225,活动,0.004777766055411914
226,分享,0.004775619071685678
227,百家,0.004738555518570342
228,帮手,0.0047227934972420785
229,旗下,0.004673261474623574
230,小额,0.004646123804096324
231,累计,0.0046089416668897345
232,合法,0.004599613973770596
233,最新,0.004592357851064639
234,以及,0.004557139507254754
235,游戏,0.0045557270322686945
236,网为,0.004545538974486692
237,日返,0.004545538974486692
238,百狐网,0.004545538974486692
239,秦商,0.004545538974486692
240,搜返,0.004545538974486692
241,高返,0.004545538974486692
242,网是,0.004545538974486692
243,付官,0.004545538974486692
244,得元,0.004545538974486692
245,乐豆,0.004545538974486692
246,优客,0.004545538974486692
247,小超,0.004545538974486692
248,达返,0.004545538974486692
249,点前,0.004545538974486692
250,泰通,0.004545538974486692
251,天宜,0.004545538974486692
252,来贝,0.004545538974486692
253,返网,0.004545538974486692
254,招商网,0.004545538974486692
255,中耀,0.004545538974486692
256,谷品,0.004545538974486692
257,高端,0.004529302746121673
258,推手,0.004527687884613435
259,借助于,0.004461754739746514
260,顾问,0.004448204276508238
261,排行,0.004443538258519645
262,创造,0.004437576002342205
263,三方,0.004392514924790875
264,借阅,0.004373681513003802
265,稳健,0.0043591262540557665
266,筛选,0.0043586173606692015
267,一起,0.004322414889129277
268,场外,0.004258260806808619
269,首家,0.004245994784709759
270,资讯,0.004229701293967047
271,知识产权,0.004218477985292776
272,全国,0.004210044501686946
273,财富网,0.004208161333802281
274,账户,0.00420617746166033
275,实现,0.004149190359458809
276,电子商务,0.004147207034408112
277,伦敦,0.004130895618656528
278,契约,0.004102679423067174
279,目标,0.004033129153901141
280,消费,0.004016463995954373
281,五度,0.003992197821406844
282,充值,0.003979730208174905
283,管家,0.003970723479711027
284,广告宣传,0.003933585395627376
285,吉林,0.003925829488664132
286,滁州,0.003922874035551331
287,怎么,0.003921085360007604
288,选择,0.003916948058129277
289,踏出,0.003912456174638783
290,手机,0.003911167191457541
291,固定,0.003908385301299113
292,针对,0.003828186610525982
293,计算器,0.003813489217148289
294,保值,0.0038033372458504437
295,系统,0.003771999569825095
296,专门,0.0037485382099112802
297,土豪,0.003716176147121673
298,搜索引擎,0.0036982092707528516
299,调研,0.003670520913632446
300,交易中心,0.0036593199745095055
301,致力,0.0036387620956996195
302,国民,0.0036088646874372623
303,股权,0.0036017167656590622
304,财经网,0.003596207754939164
305,知名,0.0035907969989961977
306,真的,0.0035701789001077316
307,轻松,0.0035690818659214196
308,管理,0.0035545757413079845
309,银行,0.0035516628275969585
310,提升,0.003530583566565273
311,电子商城,0.0035236191766793413
312,推荐,0.0035145775602408113
313,大幅度,0.003489567304958175
314,视角,0.0034650896993117866
315,率先,0.00346172661669962
316,中国,0.0034532175133003802
317,青山,0.0034465383060912555
318,无忧,0.003440550337665399
319,平仓,0.0034317415698745246
320,属于,0.0033991621868948037
321,整合,0.0033749884295614704
322,多点,0.0033702376614296575
323,媒体广告,0.003347916469302915
324,金阳,0.003347916469302915
325,招商,0.0033433802886134348
326,审视,0.0033151688599543728
327,金牌,0.0033130387247680615
328,行情,0.0033070206755259823
329,领导者,0.0032633299080342204
330,恒生指数,0.0032505017180608363
331,接触,0.0032469355167553866
332,吾爱,0.0032451369742205324
333,用户服务,0.0031722137619518377
334,角度,0.0031656985985044363
335,世家,0.003156751214060836
336,共享,0.003153945089612167
337,计划,0.0031517720302408113
338,高额,0.003134861536562738
339,企业级,0.0031156501240811154
340,获得,0.003086755629771863
341,第一步,0.0030713428731901143
342,牛牛,0.0030694342668441065
343,基金,0.0030616369917262362
344,托管,0.003049484663718631
345,投之家,0.0030303593163244612
346,返佣快,0.0030303593163244612
347,后除,0.0030303593163244612
348,即返,0.0030303593163244612
349,返佣于,0.0030303593163244612
350,爱返,0.0030303593163244612
351,安羽,0.0030303593163244612
352,我要,0.0030303593163244612
353,读财,0.0030303593163244612
354,返牛客,0.0030303593163244612
355,返返,0.0030303593163244612
356,上团,0.0030303593163244612
357,贷之家,0.0030303593163244612
358,汇金客,0.0030303593163244612
359,跟单,0.0030303593163244612
360,刷单,0.0030303593163244612
361,美股,0.0030303593163244612
362,网泓,0.0030303593163244612
363,快高,0.0030303593163244612
364,年化,0.0030303593163244612
365,财是,0.0030303593163244612
366,威客,0.0030303593163244612
367,返佣美,0.0030303593163244612
368,微盘,0.0030303593163244612
369,网掌贷,0.0030303593163244612
370,掌贷,0.0030303593163244612
371,投返,0.0030303593163244612
372,汇挖,0.0030303593163244612
373,中盈,0.0030303593163244612
374,金返,0.0030303593163244612
375,永盈,0.0030303593163244612
376,盛弘,0.0030303593163244612
377,亿佳乐,0.0030303593163244612
378,超消费,0.0030303593163244612
379,商超,0.0030303593163244612
380,网有,0.0030303593163244612
381,返佣点,0.0030303593163244612
382,童书,0.0030303593163244612
383,内返,0.0030303593163244612
384,配资,0.0030303593163244612
385,有佣网,0.0030303593163244612
386,孔方兄,0.0030303593163244612
387,搜财猫,0.0030303593163244612
388,及时,0.003025398164816223
389,唯一,0.003017280685500634
390,我们,0.003008773861714829
391,首个,0.0029255139639733844
392,快速,0.0029185651078326995
393,便利店,0.002915787675335868
394,同盟,0.0029149303902129275
395,超级,0.0028869122473269963
396,奖励,0.002880729539768061
397,最大,0.0028370342875411914
398,玩乐,0.0028208083471989863
399,智慧,0.002810611602661597
400,黄金分割,0.0028054408892015208
401,金银,0.002787527084243346
402,家庭理财,0.0027772468118631177
403,每月,0.002765764221570342
404,直播间,0.002751877113891001
405,开奖,0.0027400849679594425
406,各大,0.0027380902326273764
407,智能,0.0027224936472889736
408,比例,0.0027132025418656527
409,数百家,0.002707681071508238
410,增长,0.0026891877746514576
411,专利技术,0.0026881725693282637
412,团队,0.002686908332
413,参与,0.002686511184856781
414,有效,0.0026850222826109
415,并且,0.002665964754631179
416,最全,0.0026614652142712292
417,攻略,0.0026614652142712292
418,金瑞,0.0026531534721166033
419,热线电话,0.0026297381818504435
420,新型,0.0026114271448479088
421,旺旺,0.0026015441044866918
422,分散,0.0026011635071026616
423,冲量,0.0025949596972877063
424,国内外,0.0025870556172927755
425,支付宝,0.002564382260608365
426,通过,0.0025567025882319394
427,寿光,0.002547662877135615
428,新湖,0.002547662877135615
429,认准,0.0025370994559949303
430,怎么样,0.0025126769869961976
431,京东,0.0024857625069074777
432,全网,0.002477450764747782
433,愉悦,0.0024160278325754117
434,超低,0.0024065800772395435
435,代理商,0.002388679553231939
436,收益率,0.0023787972967376425
437,站点,0.002363996621918885
438,进行,0.002361929527896071
439,骗局,0.0023562756567782
440,活期,0.0023537533929353614
441,消费者,0.0023025297470456274
442,汇聚,0.0022586172535361214
443,高达,0.00224718660465019
444,最大化,0.0022339876595031684
445,青蛙,0.002227804781652725
446,每天,0.002211919788285171
447,香港,0.0022099299797338403
448,概念,0.0021978655277604562
449,客服,0.002197609387863118
450,比价,0.002197609387863118
451,看涨,0.0021909207300253486
452,解决方案,0.0021718526891533587
453,网易,0.002165802630494296
454,一个,0.002142624313406844
455,多种,0.0021421073400646386
456,简单,0.0021361956837452475
457,对接,0.0021333030972091253
458,从事,0.002125014484315589
459,贸易,0.00212333741556654
460,悟空,0.002114067432435995
461,财经,0.002110899792319392
462,全方位,0.002109238992646388
463,专业化,0.002104500809373891
464,借贷,0.002092580672833967
465,热线,0.0020881412349404308
466,上线,0.0020803410679771863
467,家门,0.00207863981713308
468,查询,0.002046813065804816
469,同时,0.002031963925358682
470,图书,0.002025318379705957
471,安心,0.002004237319307985
472,环境,0.001970347560809886
473,业务,0.0019464342940798479
474,挑选,0.0019195794342839038
475,构建,0.0019168779654676806
476,英国,0.0019111671533802279
477,现已,0.0019098117121013943
478,会员,0.0018881188079949303
479,报价,0.0018787003094169834
480,一体,0.0018699912156730039
481,综合性,0.0018527259619695818
482,大家,0.0018522811821558936
483,价值,0.0018499186625323195
484,直接,0.0018399503170342204
485,完全,0.0018339533867908746
486,营销,0.001827588181130545
487,一手,0.001825393488418251
488,八戒,0.0018143972157617237
489,比较,0.0018143590413307984
490,下载,0.0018120170534423321
491,人人,0.0018007234305956908
492,提高,0.0018000702204486693
493,透明,0.0017970680033891002
494,理念,0.0017885582186996198
495,雷达,0.0017872120369657794
496,自己,0.0017860779891204054
497,可以,0.0017769932837313055
498,有色,0.0017708356804207858
499,生活,0.0017619248794942966
500,行业资讯,0.0017618095883396706
501,高性价,0.0017618095883396706
502,网大,0.0017618095883396706
503,腾迅,0.0017618095883396706
504,挂牌,0.0017604778310722432
505,定位,0.001759995001546261
506,服装,0.0017583123040709758
507,零售,0.0017573557541622307
508,指定,0.001750062398935361
509,运营,0.0017498305878301647
510,公众,0.0017092375583599494
511,信用,0.0017068795374043093
512,动态,0.0017008876090342205
513,基于,0.0016798203635310519
514,胜人一筹,0.0016739582346514575
515,今期,0.0016739582346514575
516,铁算盘,0.0016739582346514575
517,投资网,0.0016739582346514575
518,空喊,0.0016739582346514575
519,雷达网,0.0016739582346514575
520,妈妈,0.0016616762513460078
521,特色,0.0016600450653789607
522,组合,0.0016548947081470216
523,买卖,0.0016520429670418251
524,出发,0.0016418527776223067
525,包含,0.0016379483040760456
526,门户网,0.0016225684871102662
527,十三套,0.0016225684871102662
528,金六福,0.0016225684871102662
529,痛点,0.0016225684871102662
530,看图识字,0.0016225684871102662
531,金融网,0.0016225684871102662
532,指导,0.001615705979878327
533,各类,0.0016154331214828896
534,每日,0.0016096366055437263
535,王朝,0.0016072489700760457
536,作为,0.0015971134912357416
537,百城,0.0015861068809759188
538,财气,0.0015861068809759188
539,核验,0.0015861068809759188
540,支付,0.0015713625574980989
541,不错,0.0015686270767300379
542,严格,0.0015613633870570343
543,财商,0.0015578250620405577
544,打广告,0.0015578250620405577
545,这儿,0.0015530196640633714
546,时间,0.0015511557537870725
547,广交,0.0015347171334220532
548,偏门,0.0015347171334220532
549,值得,0.0015253759951001267
550,捷凯,0.0015151796581622306
551,户福汇,0.0015151796581622306
552,返佣高,0.0015151796581622306
553,嘉盛,0.0015151796581622306
554,福汇,0.0015151796581622306
555,返兆延,0.0015151796581622306
556,返佣兆延,0.0015151796581622306
557,特低,0.0015151796581622306
558,初入,0.0015151796581622306
559,选银九返,0.0015151796581622306
560,立享,0.0015151796581622306
561,百狐百狐网,0.0015151796581622306
562,网购,0.0015151796581622306
563,网购享,0.0015151796581622306
564,投返现,0.0015151796581622306
565,搜财网,0.0015151796581622306
566,希财网,0.0015151796581622306
567,网等,0.0015151796581622306
568,赚客,0.0015151796581622306
569,类线,0.0015151796581622306
570,贷帮,0.0015151796581622306
571,贷等,0.0015151796581622306
572,天下网,0.0015151796581622306
573,直投,0.0015151796581622306
574,中彩堂,0.0015151796581622306
575,马报,0.0015151796581622306
576,刘佰温,0.0015151796581622306
577,搜是,0.0015151796581622306
578,牛客,0.0015151796581622306
579,网高,0.0015151796581622306
580,场为,0.0015151796581622306
581,返佣为,0.0015151796581622306
582,贷去,0.0015151796581622306
583,看盘,0.0015151796581622306
584,澳盛宝富,0.0015151796581622306
585,浦汇,0.0015151796581622306
586,激石,0.0015151796581622306
587,瑞讯,0.0015151796581622306
588,盈凯智,0.0015151796581622306
589,汇万致,0.0015151796581622306
590,艾拓思福,0.0015151796581622306
591,亿达汇,0.0015151796581622306
592,博美卓德捷,0.0015151796581622306
593,凯嘉盛,0.0015151796581622306
594,稀万,0.0015151796581622306
595,欧福,0.0015151796581622306
596,肯司,0.0015151796581622306
597,艾森,0.0015151796581622306
598,网共赢,0.0015151796581622306
599,财网团,0.0015151796581622306
600,团财网,0.0015151796581622306
601,赚网,0.0015151796581622306
602,网年,0.0015151796581622306
603,海博,0.0015151796581622306
604,汇晋,0.0015151796581622306
605,每手,0.0015151796581622306
606,节泓,0.0015151796581622306
607,付泓,0.0015151796581622306
608,网泓樽付,0.0015151796581622306
609,付樽享,0.0015151796581622306
610,将樽享,0.0015151796581622306
611,亿吸粉,0.0015151796581622306
612,千店,0.0015151796581622306
613,异业,0.0015151796581622306
614,千城,0.0015151796581622306
615,万店,0.0015151796581622306
616,元起,0.0015151796581622306
617,返佣个,0.0015151796581622306
618,代返,0.0015151796581622306
619,投是,0.0015151796581622306
620,投系,0.0015151796581622306
621,降至点,0.0015151796581622306
622,豆玩官,0.0015151796581622306
623,网乐豆,0.0015151796581622306
624,上乐豆,0.0015151796581622306
625,铜返,0.0015151796581622306
626,网及,0.0015151796581622306
627,存管利,0.0015151796581622306
628,网喜,0.0015151796581622306
629,打一,0.0015151796581622306
630,网银桥,0.0015151796581622306
631,网融,0.0015151796581622306
632,普惠钱,0.0015151796581622306
633,微盈宝,0.0015151796581622306
634,奖坛,0.0015151796581622306
635,咖网,0.0015151796581622306
636,客魔,0.0015151796581622306
637,网互金,0.0015151796581622306
638,送米,0.0015151796581622306
639,可享,0.0015151796581622306
640,互舒宝,0.0015151796581622306
641,咖之长富,0.0015151796581622306
642,桥网,0.0015151796581622306
643,盈取,0.0015151796581622306
644,搜乐豆,0.0015151796581622306
645,财坛,0.0015151796581622306
646,网多,0.0015151796581622306
647,网钱,0.0015151796581622306
648,普汇,0.0015151796581622306
649,硕实雨,0.0015151796581622306
650,硕实雨硕,0.0015151796581622306
651,实雨,0.0015151796581622306
652,可返,0.0015151796581622306
653,汇宝,0.0015151796581622306
654,胜有,0.0015151796581622306
655,财胜有,0.0015151796581622306
656,天猫,0.0015151796581622306
657,宜信,0.0015151796581622306
658,信而富,0.0015151796581622306
659,瞬返,0.0015151796581622306
660,网瞬返,0.0015151796581622306
661,返佣线,0.0015151796581622306
662,一降,0.0015151796581622306
663,购官,0.0015151796581622306
664,购返,0.0015151796581622306
665,购谷品,0.0015151796581622306
666,网天,0.0015151796581622306
667,返佣天,0.0015151796581622306
668,益财,0.0015151796581622306
669,零佣网,0.0015151796581622306
670,空单,0.0015151796581622306
671,多单,0.0015151796581622306
672,空看,0.0015151796581622306
673,代北油,0.0015151796581622306
674,北商,0.0015151796581622306
675,所贵铭,0.0015151796581622306
676,银泰,0.0015151796581622306
677,所天,0.0015151796581622306
678,交所,0.0015151796581622306
679,优佣,0.0015151796581622306
680,网金鼎,0.0015151796581622306
681,中晟,0.0015151796581622306
682,朝汇国,0.0015151796581622306
683,粤贵,0.0015151796581622306
684,看多,0.0015151796581622306
685,筑底,0.0015151796581622306
686,双底,0.0015151796581622306
687,底顶,0.0015151796581622306
688,布林轨,0.0015151796581622306
689,线分,0.0015151796581622306
690,时线,0.0015151796581622306
691,周返,0.0015151796581622306
692,宝汇,0.0015151796581622306
693,挖宝,0.0015151796581622306
694,挑佣网,0.0015151796581622306
695,拥网,0.0015151796581622306
696,迅网,0.0015151796581622306
697,社区网,0.0015151796581622306
698,家高,0.0015151796581622306
699,网太融易,0.0015151796581622306
700,高太融易,0.0015151796581622306
701,网金,0.0015151796581622306
702,优金,0.0015151796581622306
703,钱花,0.0015151796581622306
704,客单量,0.0015151796581622306
705,利佳,0.0015151796581622306
706,天逸返,0.0015151796581622306
707,网天逸,0.0015151796581622306
708,天逸,0.0015151796581622306
709,网谷品,0.0015151796581622306
710,购桂,0.0015151796581622306
711,返用,0.0015151796581622306
712,做单,0.0015151796581622306
713,佣信,0.0015151796581622306
714,博易,0.0015151796581622306
715,辉祥,0.0015151796581622306
716,财爱钱,0.0015151796581622306
717,陆金,0.0015151796581622306
718,效果,0.0015148906126970848
719,规划,0.0015112485180785804
720,问题,0.0015070393813992398
721,多次,0.0015004527428136882
722,查不到,0.0014982555272877059
723,分众传媒,0.0014982555272877059
724,居间人,0.0014982555272877059
725,捆绑式,0.0014982555272877059
726,山东,0.0014861372413865653
727,资料,0.0014842610736045627
728,提现,0.001483327385880862
729,七套,0.001483327385880862
730,签约国,0.001483327385880862
731,朝三暮四,0.001483327385880862
732,身边,0.0014765766832192649
733,利益,0.001475632309231939
734,成为,0.0014709585546159695
735,到底,0.001470885398174905
736,网上商城,0.0014699737083650188
737,前海,0.0014699737083650188
738,深圳,0.001459208919807351
739,柳州市,0.001457893837667934
740,借书,0.001457893837667934
741,购买,0.0014564265561875793
742,盘内,0.0014468657797465146
743,东方网,0.0014468657797465146
744,黏性,0.0014367209498732574
745,找到,0.0014351362028415715
746,内部,0.00142918090721673
747,金融交易,0.001427328304486692
748,玩转,0.001427328304486692
749,抓取,0.001427328304486692
750,大牛,0.0014185839608238276
751,出借,0.0014185839608238276
752,正品,0.0014104041735994932
753,会员制,0.0014104041735994932
754,七月份,0.0014027204446007604
755,功能,0.0013971539875437264
756,操作,0.001396405817964512
757,黑户,0.0013954760322053231
758,送钱,0.0013954760322053231
759,天眼,0.0013954760322053231
760,生菜,0.0013886234059315588
761,金汇,0.001382122354676806
762,资讯网,0.001382122354676806
763,丰富,0.0013798882594676808
764,可信赖,0.0013759385569455005
765,双顶,0.0013759385569455005
766,拥有,0.0013757760071204054
767,领域,0.001371938033564005
768,无价,0.0013700424839797212
769,果菜,0.0013700424839797212
770,甄选,0.0013644085470215462
771,烧钱,0.0013644085470215462
772,发展,0.0013593401332471482
773,多一份,0.0013590144260583015
774,金融信息,0.0013590144260583015
775,免费送,0.0013590144260583015
776,经济,0.0013590037308441065
777,方向,0.0013552297522458807
778,铜期货,0.001353840535754119
779,解决,0.0013535742518479086
780,蓝海,0.0013488695961977187
781,生肖,0.0013440862846641319
782,高性价比,0.001339476950798479
783,欢迎您,0.001339476950798479
784,华融,0.001339476950798479
785,总成本,0.0013307326071356146
786,经纪商,0.0013265767360583016
787,传销,0.0013265767360583016
788,横空出世,0.0013265767360583016
789,第一站,0.0013265767360583016
790,大中华,0.0013186527364385298
791,母婴,0.0013111951318757922
792,广大客户,0.0013111951318757922
793,需求,0.0013107212591001267
794,稳定,0.0013103526721013942
795,年华,0.0012974798486438531
796,中间商,0.0012942710010012675
797,东莞市,0.0012942710010012675
798,了解,0.0012919271862002534
799,中经,0.0012911413923067173
800,理财专家,0.0012911413923067173
801,超值,0.0012880872032572878
802,领航,0.0012880872032572878
803,分型,0.0012880872032572878
804,客服热线,0.0012851048841951837
805,果蔬,0.0012821911303041826
806,多份,0.0012821911303041826
807,赶超,0.0012765571933460076
808,大圆,0.0012765571933460076
809,机会,0.0012718513109505703
810,铂金,0.001271163072382763
811,大网,0.0012685497279974652
812,发明专利,0.0012685497279974652
813,明细,0.0012659891820722433
814,十年磨一剑,0.0012634793433776933
815,线下,0.0012562349309771864
816,安全可靠,0.0012562349309771864
817,结果,0.0012536417493891
818,博彩,0.0012516255971153358
819,会员单位,0.0012516255971153358
820,上百万,0.0012493823047072243
821,零食,0.0012471780280646388
822,神器,0.0012471780280646388
823,日历,0.0012471780280646388
824,甄别,0.0012450114332154627
825,联系方式,0.0012450114332154627
826,全球,0.0012425973266641317
827,条件,0.001240942492
828,巨星,0.0012407862848922686
829,普惠,0.001238725382373891
830,项目,0.0012377263351381494
831,火车头,0.0012288954413916349
832,大全,0.0012288954413916349
833,挂牌价,0.0012215459790785805
834,舟山,0.0012215459790785805
835,实力雄厚,0.0012215459790785805
836,服务商,0.0012197733248365018
837,天威,0.0012197733248365018
838,注册资金,0.0012163007045335867
839,中苏,0.0012129206985665398
840,数据,0.0012120042277287706
841,才刚,0.001211263907493029
842,服务水平,0.0012096284949670469
843,奖赏,0.0012032900386197717
844,林带,0.0012032900386197717
845,技术,0.0011963136067351077
846,最合适,0.0011943397766159694
847,代言,0.0011914915059125476
848,级数,0.001190091019703422
849,技术支持,0.001190091019703422
850,王牌,0.0011859800848808618
851,北京,0.0011831184559493028
852,供应链,0.0011819983109594425
853,省钱,0.0011806983743105196
854,车险,0.001179411635214195
855,机构,0.001179282909807351
856,矩阵,0.0011768766964676807
857,回馈,0.00117562798969455
858,兼职,0.00117562798969455
859,咨询电话,0.0011743914656210394
860,布伦特,0.0011719540306489226
861,十日,0.0011695625877705957
862,准时,0.0011695625877705957
863,触摸,0.0011695625877705957
864,分发,0.0011683835772940431
865,盛开,0.0011637742434321926
866,足额,0.0011637742434321926
867,上海,0.0011618853387427124
868,商业模式,0.001161530951024081
869,盈利模式,0.0011593266743814958
870,增加,0.0011591885393105194
871,拖欠,0.0011539780869936629
872,榨取,0.0011529349312091254
873,超过,0.0011505243681520913
874,国美,0.001146850112555133
875,秉承,0.0011458637829670469
876,非常重视,0.0011458637829670469
877,玩家,0.0011419934757604562
878,数码,0.0011410440877084919
879,批文,0.0011410440877084919
880,家居,0.0011382378613624842
881,周线,0.0011373160921191383
882,低成本,0.0011364009783079848
883,矿工,0.0011354924245082383
884,老牌,0.0011354924245082383
885,大本营,0.0011354924245082383
886,中央电视台,0.0011336946253954372
887,东盟,0.0011336946253954372
888,致富,0.0011301737680950571
889,顺畅,0.001127595861347275
890,全额,0.0011259059334803548
891,充斥,0.0011242382421520912
892,非农,0.0011225922097667935
893,每家,0.0011209672809416983
894,周到,0.0011154386849366285
895,名副其实,0.001113141171046895
896,合规,0.0011086674344081115
897,预约,0.0011079369268390368
898,借钱,0.0011072106055830166
899,证件,0.0011072106055830166
900,阿里巴巴,0.0011036401522294043
901,公益,0.0011029379747414447
902,余家,0.001098804693931559
903,大大增加,0.0010974563544892267
904,叠加,0.0010954603650126743
905,中立,0.0010934953223586817
906,车道,0.0010922020181546263
907,乐趣,0.001091560281531052
